# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Jun 22 16:28:05 2026
#
# User preference: *
#
# CONSTRAINT:  where (pl_controv_flag = 0
# CONSTRAINT:  and ttv_flag = 0)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
#
loc_rowid,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_controv_flag,pl_orbper,pl_orbsmax,pl_radj,ttv_flag,st_spectype,st_teff,rastr,ra,decstr,dec,sy_dist
133,55 Cnc e,55 Cnc,0,2,7,Radial Velocity,2004,0,0.73654000000,0.0158300000,0.17800000,0,G8 V,,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.58550000
134,55 Cnc e,55 Cnc,1,2,7,Radial Velocity,2004,0,0.73654740000,0.0154400000,0.16727630,0,,5172.00,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.58550000
135,55 Cnc e,55 Cnc,0,2,7,Radial Velocity,2004,0,0.73654600000,0.0160000000,,0,G8 V,5198.00,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.58550000
136,55 Cnc e,55 Cnc,0,2,7,Radial Velocity,2004,0,0.73654700000,0.0150000000,,0,,5292.00,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.58550000
137,55 Cnc e,55 Cnc,0,2,7,Radial Velocity,2004,0,2.79674000000,0.0377000000,,0,,5250.00,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.58550000
138,55 Cnc e,55 Cnc,0,2,7,Radial Velocity,2004,0,0.73654625000,,,0,,5234.00,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.58550000
139,55 Cnc f,55 Cnc,0,2,7,Radial Velocity,2007,0,262.00000000000,0.7880000000,,0,,,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.58550000
140,55 Cnc f,55 Cnc,0,2,7,Radial Velocity,2007,0,260.54000000000,0.7500000000,,0,,5292.00,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.58550000
141,55 Cnc f,55 Cnc,0,2,7,Radial Velocity,2007,0,261.20000000000,0.7700000000,,0,,5250.00,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.58550000
142,55 Cnc f,55 Cnc,1,2,7,Radial Velocity,2007,0,260.58000000000,0.8020000000,,0,G8 V,5198.00,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.58550000
143,55 Cnc f,55 Cnc,0,2,7,Radial Velocity,2007,0,260.98000000000,0.7920000000,,0,,5317.89,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.58550000
144,55 Cnc f,55 Cnc,0,2,7,Radial Velocity,2007,0,259.88000000000,0.7708000000,,0,,5172.00,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.58550000
145,55 Cnc f,55 Cnc,0,2,7,Radial Velocity,2007,0,260.00000000000,0.7810000000,,0,,5250.00,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.58550000
146,55 Cnc f,55 Cnc,0,2,7,Radial Velocity,2007,0,260.70000000000,0.7750000000,,0,,5250.00,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.58550000
147,55 Cnc f,55 Cnc,0,2,7,Radial Velocity,2007,0,260.91000000000,0.7733000000,,0,,5250.00,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.58550000
148,6 Lyn b,6 Lyn,0,1,1,Radial Velocity,2008,0,899.00000000000,2.2000000000,,0,K0 IV,4978.00,06h30m47.05s,97.6960311,+58d09m40.23s,58.1611753,54.65990000
149,6 Lyn b,6 Lyn,0,1,1,Radial Velocity,2008,0,874.77400000000,2.1800000000,,0,,,06h30m47.05s,97.6960311,+58d09m40.23s,58.1611753,54.65990000
150,6 Lyn b,6 Lyn,0,1,1,Radial Velocity,2008,0,934.30000000000,2.1100000000,,0,,4938.00,06h30m47.05s,97.6960311,+58d09m40.23s,58.1611753,54.65990000
151,6 Lyn b,6 Lyn,1,1,1,Radial Velocity,2008,0,919.86000000000,2.0280000000,,0,K0 IV,4941.00,06h30m47.05s,97.6960311,+58d09m40.23s,58.1611753,54.65990000
152,61 Vir b,61 Vir,1,1,3,Radial Velocity,2009,0,4.21500000000,0.0502010000,,0,G5 V,5577.00,13h18m23.15s,199.5964550,-18d18m56.79s,-18.3157745,8.50332000
153,61 Vir b,61 Vir,0,1,3,Radial Velocity,2009,0,4.21487000000,0.0495600000,,0,,5585.57,13h18m23.15s,199.5964550,-18d18m56.79s,-18.3157745,8.50332000
154,61 Vir b,61 Vir,0,1,3,Radial Velocity,2009,0,4.21501100000,0.0493100000,,0,,5552.00,13h18m23.15s,199.5964550,-18d18m56.79s,-18.3157745,8.50332000
155,61 Vir c,61 Vir,0,1,3,Radial Velocity,2009,0,38.08640000000,0.2139000000,,0,,5552.00,13h18m23.15s,199.5964550,-18d18m56.79s,-18.3157745,8.50332000
156,61 Vir c,61 Vir,0,1,3,Radial Velocity,2009,0,38.09570000000,0.2151000000,,0,,5585.57,13h18m23.15s,199.5964550,-18d18m56.79s,-18.3157745,8.50332000
157,61 Vir c,61 Vir,1,1,3,Radial Velocity,2009,0,38.02100000000,0.2175000000,,0,G5 V,5577.00,13h18m23.15s,199.5964550,-18d18m56.79s,-18.3157745,8.50332000
158,61 Vir d,61 Vir,1,1,3,Radial Velocity,2009,0,123.01000000000,0.4760000000,,0,G5 V,5577.00,13h18m23.15s,199.5964550,-18d18m56.79s,-18.3157745,8.50332000
159,61 Vir d,61 Vir,0,1,3,Radial Velocity,2009,0,123.15000000000,0.4677000000,,0,,5552.00,13h18m23.15s,199.5964550,-18d18m56.79s,-18.3157745,8.50332000
160,7 CMa b,7 CMa,0,1,2,Radial Velocity,2011,0,796.00000000000,1.9300000000,,0,,4794.52,06h36m41.11s,99.1712760,-19d15m22.25s,-19.2561808,19.81010000
161,7 CMa b,7 CMa,1,1,2,Radial Velocity,2011,0,735.10000000000,1.7580000000,,0,,4826.00,06h36m41.11s,99.1712760,-19d15m22.25s,-19.2561808,19.81010000
162,7 CMa b,7 CMa,0,1,2,Radial Velocity,2011,0,763.00000000000,1.9000000000,,0,K1 III,4792.00,06h36m41.11s,99.1712760,-19d15m22.25s,-19.2561808,19.81010000
163,7 CMa b,7 CMa,0,1,2,Radial Velocity,2011,0,,1.8000000000,,0,,,06h36m41.11s,99.1712760,-19d15m22.25s,-19.2561808,19.81010000
164,7 CMa c,7 CMa,1,1,2,Radial Velocity,2019,0,996.00000000000,2.1530000000,,0,,4826.00,06h36m41.11s,99.1712760,-19d15m22.25s,-19.2561808,19.81010000
165,7 CMa c,7 CMa,0,1,2,Radial Velocity,2019,0,,2.2050000000,,0,,,06h36m41.11s,99.1712760,-19d15m22.25s,-19.2561808,19.81010000
166,70 Vir b,70 Vir,0,1,1,Radial Velocity,1996,0,116.68900000000,0.4560000000,,0,,,13h28m25.56s,202.1064898,+13d46m34.71s,13.7763085,17.90110000
167,70 Vir b,70 Vir,0,1,1,Radial Velocity,1996,0,116.69335000000,0.4765000000,,0,,5481.86,13h28m25.56s,202.1064898,+13d46m34.71s,13.7763085,17.90110000
168,70 Vir b,70 Vir,0,1,1,Radial Velocity,1996,0,116.69260000000,0.4810000000,,0,,5439.00,13h28m25.56s,202.1064898,+13d46m34.71s,13.7763085,17.90110000
169,70 Vir b,70 Vir,0,1,1,Radial Velocity,1996,0,116.68840000000,0.4800000000,,0,,5531.00,13h28m25.56s,202.1064898,+13d46m34.71s,13.7763085,17.90110000
170,70 Vir b,70 Vir,0,1,1,Radial Velocity,1996,0,116.68840000000,0.4840000000,,0,,5545.00,13h28m25.56s,202.1064898,+13d46m34.71s,13.7763085,17.90110000
171,70 Vir b,70 Vir,1,1,1,Radial Velocity,1996,0,116.68800000000,0.4810000000,,0,,5495.00,13h28m25.56s,202.1064898,+13d46m34.71s,13.7763085,17.90110000
172,75 Cet b,75 Cet,0,2,2,Radial Velocity,2012,0,691.90000000000,2.1000000000,,0,G3 III,4846.00,02h32m09.40s,38.0391598,-01d02m06.10s,-1.0350269,82.96130000
173,75 Cet b,75 Cet,1,2,2,Radial Velocity,2012,0,696.62000000000,1.9120000000,,0,G3 III,4809.00,02h32m09.40s,38.0391598,-01d02m06.10s,-1.0350269,82.96130000
174,75 Cet c,75 Cet,1,2,2,Radial Velocity,2023,0,2051.62000000000,3.9290000000,,0,G3 III,4809.00,02h32m09.40s,38.0391598,-01d02m06.10s,-1.0350269,82.96130000
175,8 UMi b,8 UMi,1,1,1,Radial Velocity,2015,0,93.31000000000,0.4620000000,,0,,4847.00,14h56m48.40s,224.2016850,+74d54m03.38s,74.9009379,162.55200000
176,8 UMi b,8 UMi,0,1,1,Radial Velocity,2015,0,93.40000000000,0.4900000000,,0,,4847.00,14h56m48.40s,224.2016850,+74d54m03.38s,74.9009379,162.55200000
177,8 UMi b,8 UMi,0,1,1,Radial Velocity,2015,0,93.40000000000,0.4900000000,,0,K0,4847.40,14h56m48.40s,224.2016850,+74d54m03.38s,74.9009379,162.55200000
178,81 Cet b,81 Cet,0,1,1,Radial Velocity,2008,0,,2.1700000000,,0,,,02h37m41.85s,39.4243555,-03d23m46.90s,-3.3963607,101.26000000
179,81 Cet b,81 Cet,1,1,1,Radial Velocity,2008,0,1005.57000000000,2.1040000000,,0,G5 III,4734.00,02h37m41.85s,39.4243555,-03d23m46.90s,-3.3963607,101.26000000
180,81 Cet b,81 Cet,0,1,1,Radial Velocity,2008,0,952.70000000000,2.5000000000,,0,G5 III,4785.00,02h37m41.85s,39.4243555,-03d23m46.90s,-3.3963607,101.26000000
181,91 Aqr b,91 Aqr,1,3,1,Radial Velocity,2013,0,181.40000000000,0.7000000000,,0,K0 III,4665.00,23h15m53.88s,348.9745031,-09d05m16.11s,-9.0878076,44.03040000
182,AB Aur b,AB Aur,1,1,1,Imaging,2022,0,,93.9000000000,,0,,9770.00,04h55m45.85s,73.9410446,+30d33m03.92s,30.5510888,162.12700000
183,AB Pic b,AB Pic,1,1,1,Imaging,2005,0,,260.0000000000,,0,K2 V,,06h19m12.94s,94.8039208,-58d03m14.83s,-58.0541184,50.04750000
184,AF Lep b,AF Lep,0,1,1,Imaging,2023,0,7520.00000000000,7.9900000000,,0,F8 V,6100.00,05h27m04.78s,81.7699216,-11d54m04.23s,-11.9011752,26.85640000
185,AF Lep b,AF Lep,0,1,1,Imaging,2023,0,9060.00000000000,9.3000000000,,0,F8 V,6140.00,05h27m04.78s,81.7699216,-11d54m04.23s,-11.9011752,26.85640000
186,AF Lep b,AF Lep,0,1,1,Imaging,2023,0,,9.0100000000,,0,,,05h27m04.78s,81.7699216,-11d54m04.23s,-11.9011752,26.85640000
187,AF Lep b,AF Lep,0,1,1,Imaging,2023,0,8030.00000000000,8.4000000000,,0,F8 V,6130.00,05h27m04.78s,81.7699216,-11d54m04.23s,-11.9011752,26.85640000
188,AF Lep b,AF Lep,1,1,1,Imaging,2023,0,8905.00000000000,8.9960000000,,0,F8,,05h27m04.78s,81.7699216,-11d54m04.23s,-11.9011752,26.85640000
189,AT2021ueyL b,AT2021ueyL,1,1,1,Microlensing,2025,0,4168.69000000000,4.0100000000,,0,M V,3680.00,21h38m10.81s,324.5450417,+26d27m59.65s,26.4665694,1040.00000000
213,AU Mic d,AU Mic,1,1,4,Transit Timing Variations,2023,0,12.73596000000,,,0,,3678.00,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.72210000
216,BD+03 2562 b,BD+03 2562,1,1,1,Radial Velocity,2017,0,481.90000000000,1.3000000000,,0,,4095.00,11h50m15.53s,177.5647268,+02d45m36.39s,2.7601075,1070.63000000
217,BD+05 4868 A b,BD+05 4868 A,1,2,1,Transit,2025,0,1.27186900000,0.0208000000,,0,K V,4596.00,21h47m26.74s,326.8614036,+06d36m19.15s,6.6053185,43.56870000
218,BD+14 4559 b,BD+14 4559,0,1,1,Radial Velocity,2009,0,268.94000000000,0.7770000000,,0,K2 V,5008.00,21h13m36.24s,318.4010002,+14d41m21.78s,14.6893834,49.35200000
219,BD+14 4559 b,BD+14 4559,1,1,1,Radial Velocity,2009,0,268.94000000000,0.7800000000,,0,,4864.00,21h13m36.24s,318.4010002,+14d41m21.78s,14.6893834,49.35200000
220,BD+15 2375 b,BD+15 2375,1,1,1,Radial Velocity,2016,0,153.22000000000,0.5760000000,,0,,4649.00,11h45m55.69s,176.4820239,+14d36m58.75s,14.6163182,768.04500000
221,BD+15 2940 b,BD+15 2940,1,1,1,Radial Velocity,2013,0,137.48000000000,0.5390000000,,0,K0,4796.00,16h00m22.95s,240.0956400,+15d32m48.30s,15.5467507,426.42000000
222,BD+20 2457 b,BD+20 2457,1,1,2,Radial Velocity,2009,0,379.63000000000,1.4500000000,,0,K2 II,4137.00,10h16m44.83s,154.1867820,+19d53m28.55s,19.8912626,1539.71000000
223,BD+20 2457 b,BD+20 2457,0,1,2,Radial Velocity,2009,0,379.63000000000,1.0500000000,,0,,4259.00,10h16m44.83s,154.1867820,+19d53m28.55s,19.8912626,1539.71000000
224,BD+20 2457 c,BD+20 2457,1,1,2,Radial Velocity,2009,0,621.99000000000,2.0100000000,,0,K2 II,4137.00,10h16m44.83s,154.1867820,+19d53m28.55s,19.8912626,1539.71000000
225,BD+20 274 b,BD+20 274,1,1,1,Radial Velocity,2012,0,578.20000000000,1.3000000000,,0,K5 III,4296.00,01h43m40.88s,25.9203179,+21d00m18.97s,21.0052692,1322.51000000
226,BD+20 594 b,BD+20 594,1,1,1,Transit,2016,0,41.68550000000,,0.23000000,0,,5766.00,03h34m36.27s,53.6511231,+20d35m56.47s,20.5990205,179.46100000
227,BD+20 594 b,BD+20 594,0,1,1,Transit,2016,0,41.68864400000,,0.21013949,0,,5703.00,03h34m36.27s,53.6511231,+20d35m56.47s,20.5990205,179.46100000
228,BD+20 594 b,BD+20 594,0,1,1,Transit,2016,0,41.68550000000,0.2410000000,0.19894727,0,G,5766.00,03h34m36.27s,53.6511231,+20d35m56.47s,20.5990205,179.46100000
229,BD+37 3172 b,BD+37 3172,1,1,1,Radial Velocity,2023,0,1887.76000000000,4.6500000000,,0,,4500.00,18h35m15.72s,278.8155071,+38d06m55.40s,38.1153886,454.25100000
230,BD+42 2315 b,BD+42 2315,1,1,1,Radial Velocity,2023,0,123.05000000000,0.5400000000,,0,,4500.00,12h30m21.30s,187.5887597,+41d16m10.44s,41.2695674,610.71500000
231,BD+45 564 b,BD+45 564,1,1,1,Radial Velocity,2021,0,307.88000000000,0.8300000000,,0,K1,5004.00,02h11m47.29s,32.9470485,+45d55m27.19s,45.9242187,53.62200000
232,BD+48 738 b,BD+48 738,1,1,1,Radial Velocity,2011,0,392.60000000000,1.0000000000,,0,K0 III,4414.00,02h42m50.47s,40.7102869,+49d35m12.98s,49.5869395,871.49300000
233,BD+48 740 b,BD+48 740,1,1,1,Radial Velocity,2018,0,733.00000000000,1.7000000000,,0,,4534.00,02h42m58.21s,40.7425426,+48d55m48.21s,48.9300579,666.58900000
234,BD+49 828 b,BD+49 828,1,1,1,Radial Velocity,2015,0,2590.00000000000,4.2000000000,,0,K0,4943.00,03h02m33.75s,45.6406187,+49d43m47.81s,49.7299481,442.04200000
235,BD+55 362 b,BD+55 362,1,1,1,Radial Velocity,2021,0,265.59000000000,0.7800000000,,0,K3,5012.00,01h35m51.28s,23.9636676,+56d41m53.62s,56.6982282,52.56970000
236,BD+60 1417 b,BD+60 1417,1,1,1,Imaging,2021,0,,1662.0000000000,1.31000000,0,K0,4993.00,12h43m33.01s,190.8875453,+60d00m51.71s,60.0143636,44.95430000
237,BD+63 1405 b,BD+63 1405,0,1,1,Radial Velocity,2021,0,1230.00000000000,2.1150000000,,0,K0,5000.00,18h05m35.50s,271.3979337,+63d40m12.02s,63.6700064,38.04730000
238,BD+63 1405 b,BD+63 1405,1,1,1,Radial Velocity,2021,0,1198.48000000000,2.0600000000,,0,K0,5000.00,18h05m35.50s,271.3979337,+63d40m12.02s,63.6700064,38.04730000
241,BD-06 1339 c,BD-06 1339,1,1,2,Radial Velocity,2013,0,125.94000000000,0.4350000000,,0,K7/M0 V,4324.00,05h53m00.28s,88.2511811,-05d59m46.82s,-5.9963378,20.26950000
242,BD-08 2823 b,BD-08 2823,0,1,2,Radial Velocity,2009,0,5.60000000000,0.0560000000,,0,K3 V,4746.00,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,41.33420000
243,BD-08 2823 b,BD-08 2823,0,1,2,Radial Velocity,2009,0,5.60000000000,,,0,,,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,41.33420000
244,BD-08 2823 b,BD-08 2823,1,1,2,Radial Velocity,2009,0,5.60000000000,0.0600000000,,0,,4816.00,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,41.33420000
245,BD-08 2823 c,BD-08 2823,1,1,2,Radial Velocity,2009,0,237.60000000000,0.6800000000,,0,K3 V,4746.00,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,41.33420000
246,BD-10 3166 b,BD-10 3166,1,1,1,Radial Velocity,2000,0,3.48777000000,0.0400000000,,0,,5393.00,10h58m28.59s,164.6191243,-10d46m13.52s,-10.7704227,84.40690000
247,BD-10 3166 b,BD-10 3166,0,1,1,Radial Velocity,2000,0,3.48790500000,0.0450000000,,0,,5382.64,10h58m28.59s,164.6191243,-10d46m13.52s,-10.7704227,84.40690000
248,BD-10 3166 b,BD-10 3166,0,1,1,Radial Velocity,2000,0,3.48777000000,0.0452000000,,0,,5393.00,10h58m28.59s,164.6191243,-10d46m13.52s,-10.7704227,84.40690000
249,BD-10 3166 b,BD-10 3166,0,1,1,Radial Velocity,2000,0,3.48700000000,0.0460000000,,0,K0 V,5400.00,10h58m28.59s,164.6191243,-10d46m13.52s,-10.7704227,84.40690000
250,BD-11 4672 b,BD-11 4672,1,1,2,Radial Velocity,2014,0,1634.00000000000,2.3600000000,,0,,4550.00,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481,27.16650000
251,BD-11 4672 b,BD-11 4672,0,1,2,Radial Velocity,2014,0,1667.00000000000,2.2800000000,,0,K7 V,4475.00,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481,27.16650000
252,BD-11 4672 c,BD-11 4672,1,1,2,Radial Velocity,2020,0,74.20000000000,0.3000000000,,0,,4550.00,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481,27.16650000
253,BD-13 2130 b,BD-13 2130,0,1,1,Radial Velocity,2007,0,714.30000000000,2.1000000000,,0,,,07h37m09.23s,114.2884692,-13d54m24.01s,-13.9066703,925.21400000
254,BD-13 2130 b,BD-13 2130,1,1,1,Radial Velocity,2007,0,714.29999000000,1.6600000000,,0,,4545.00,07h37m09.23s,114.2884692,-13d54m24.01s,-13.9066703,925.21400000
255,BD-14 3065 b,BD-14 3065 A,1,3,1,Transit,2024,0,4.28897310000,0.0656000000,1.92600000,0,,6935.00,10h14m40.72s,153.6696689,-15d38m34.21s,-15.6428372,589.42300000
256,BD-14 3065 b,BD-14 3065 A,0,3,1,Transit,2024,0,4.28896960000,,1.84773268,0,,6736.90,10h14m40.72s,153.6696689,-15d38m34.21s,-15.6428372,589.42300000
257,BD-17 63 b,BD-17 63,1,1,1,Radial Velocity,2008,0,655.57000000000,,,0,,,00h28m33.92s,7.1413494,-16d13m38.37s,-16.2273254,34.46030000
258,BD-17 63 b,BD-17 63,0,1,1,Radial Velocity,2008,0,655.60000000000,1.3400000000,,0,K5 V,4714.00,00h28m33.92s,7.1413494,-16d13m38.37s,-16.2273254,34.46030000
259,BD-17 63 b,BD-17 63,0,1,1,Radial Velocity,2008,0,655.59998000000,1.3400000000,,0,,4665.00,00h28m33.92s,7.1413494,-16d13m38.37s,-16.2273254,34.46030000
260,BD-17 63 b,BD-17 63,0,1,1,Radial Velocity,2008,0,649.00000000000,,,0,,,00h28m33.92s,7.1413494,-16d13m38.37s,-16.2273254,34.46030000
261,BD-210397 b,BD-210397,1,1,2,Radial Velocity,2023,0,1891.00000000000,2.6300000000,,0,K7 V,4051.00,02h13m12.58s,33.3024198,-21d11m46.37s,-21.1962147,23.73240000
262,BD-210397 c,BD-210397,1,1,2,Radial Velocity,2023,0,6240.00000000000,5.9000000000,,0,K7 V,,02h13m12.58s,33.3024198,-21d11m46.37s,-21.1962147,23.73240000
263,BD-210397 c,BD-210397,0,1,2,Radial Velocity,2023,0,6374.00000000000,5.9600000000,,0,,,02h13m12.58s,33.3024198,-21d11m46.37s,-21.1962147,23.73240000
264,BD-210397 c,BD-210397,0,1,2,Radial Velocity,2023,0,6360.00000000000,5.9000000000,,0,K7 V,4051.00,02h13m12.58s,33.3024198,-21d11m46.37s,-21.1962147,23.73240000
265,BEBOP-3 b,BEBOP-3,1,2,1,Radial Velocity,2025,0,547.00000000000,1.4440000000,,0,,6033.00,07h23m36.64s,110.9026550,+79d07m56.62s,79.1323952,119.05200000
266,BEBOP-4 AB b,BEBOP-4 A,1,2,1,Radial Velocity,2025,0,1823.50000000000,3.6340000000,,0,G3 V,,12h50m18.54s,192.5772651,+26d09m34.33s,26.1595358,234.29400000
267,Barnard b,Barnard's star,1,1,4,Radial Velocity,2024,0,3.15420000000,0.0229000000,,0,M3.5-4 V,3195.00,17h57m47.67s,269.4486144,+04d44m16.73s,4.7379808,1.82655000
268,Barnard b,Barnard's star,0,1,4,Radial Velocity,2024,0,3.15330000000,0.0229400000,,0,M3.5-4 V,3195.00,17h57m47.67s,269.4486144,+04d44m16.73s,4.7379808,1.82655000
269,Barnard c,Barnard's star,1,1,4,Radial Velocity,2025,0,4.12440000000,0.0274000000,,0,M3.5-4 V,3195.00,17h57m47.67s,269.4486144,+04d44m16.73s,4.7379808,1.82655000
270,Barnard d,Barnard's star,1,1,4,Radial Velocity,2025,0,2.34020000000,0.0188000000,,0,M3.5-4 V,3195.00,17h57m47.67s,269.4486144,+04d44m16.73s,4.7379808,1.82655000
271,Barnard e,Barnard's star,1,1,4,Radial Velocity,2025,0,6.73920000000,0.0381000000,,0,M3.5-4 V,3195.00,17h57m47.67s,269.4486144,+04d44m16.73s,4.7379808,1.82655000
272,CD Cet b,CD Cet,1,1,1,Radial Velocity,2020,0,2.29070000000,0.0185000000,,0,M5.0 V,3130.00,03h13m24.72s,48.3530155,+04d46m30.68s,4.7751881,8.60715000
273,CD-35 2722 b,CD-35 2722,1,1,1,Imaging,2011,0,,67.0000000000,1.55000000,0,M1 V,3689.00,06h09m19.20s,92.3300147,-35d49m31.94s,-35.8255375,22.38960000
274,CD-35 2722 b,CD-35 2722,0,1,1,Imaging,2011,0,,67.0000000000,,0,M1 Ve,3680.00,06h09m19.20s,92.3300147,-35d49m31.94s,-35.8255375,22.38960000
275,CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,1,Imaging,2011,0,10037.50000000000,2.6000000000,,0,,580.50,14h58m29.00s,224.6208333,+10d13m43.0s,10.2286111,
276,CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,1,1,Imaging,2020,0,8040000.00000000000,200.0000000000,1.86000000,0,M9-L1,2320.00,16h27m44.23s,246.9342770,-23d58m52.14s,-23.9811500,
277,CHXR 73 b,CHXR 73,1,1,1,Imaging,2006,0,,210.0000000000,,0,M3.5,,11h06m28.66s,166.6193985,-77d37m33.14s,-77.6258725,190.37400000
278,CI Tau c,CI Tau,1,1,1,Radial Velocity,2024,0,25.20000000000,0.1700000000,,0,,,04h33m52.02s,68.4667685,+22d50m29.83s,22.8416192,157.99800000
279,COCONUTS-2 b,COCONUTS-2 A,1,1,1,Imaging,2021,0,,,1.12200000,0,,3552.00,07h49m12.22s,117.3009140,-76d42m09.71s,-76.7026960,10.88640000
280,COCONUTS-2 b,COCONUTS-2 A,0,1,1,Imaging,2021,0,,,1.11000000,0,M3 V,3406.00,07h49m12.22s,117.3009140,-76d42m09.71s,-76.7026960,10.88640000
281,COCONUTS-2 b,COCONUTS-2 A,0,1,1,Imaging,2021,0,402000000.00000000000,7506.0000000000,1.11000000,0,M3 V,3406.00,07h49m12.22s,117.3009140,-76d42m09.71s,-76.7026960,10.88640000
282,CT Cha b,CT Cha,1,1,1,Imaging,2007,0,,440.0000000000,2.20000000,0,,,11h04m09.00s,166.0375038,-76d27m19.33s,-76.4553693,190.72000000
283,CWISEP J193518.59-154620.3 b,CWISEP J193518.59-154620.3,1,1,1,Imaging,2025,0,,2.4800000000,,0,Y,,19h35m18.29212s,293.8262172,-15d46m21.2617s,-15.7725727,14.43000000
284,CoRoT-1 b,CoRoT-1,1,1,1,Transit,2008,0,1.50895570000,,1.49000000,0,G0 V,5950.00,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,787.90900000
285,CoRoT-1 b,CoRoT-1,0,1,1,Transit,2008,0,1.50897655200,0.0259000000,1.42000000,0,,5950.00,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,787.90900000
286,CoRoT-1 b,CoRoT-1,0,1,1,Transit,2008,0,1.50896877200,,,0,,,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,787.90900000
287,CoRoT-1 b,CoRoT-1,0,1,1,Transit,2008,0,1.50895570000,0.0261000000,1.48000000,0,,5950.00,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,787.90900000
288,CoRoT-1 b,CoRoT-1,0,1,1,Transit,2008,0,1.50896820000,0.0275200000,1.71500000,0,,6298.00,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,787.90900000
289,CoRoT-1 b,CoRoT-1,0,1,1,Transit,2008,0,1.50896350000,,1.83731247,0,,5950.00,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,787.90900000
290,CoRoT-1 b,CoRoT-1,0,1,1,Transit,2008,0,1.50896860000,0.0253600000,1.55100000,0,,5950.00,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,787.90900000
291,CoRoT-10 b,CoRoT-10,1,1,1,Transit,2010,0,13.24060000000,0.1055000000,0.97000000,0,K1 V,5075.00,19h24m15.28s,291.0636813,+00d44m45.65s,0.7460143,338.38600000
292,CoRoT-10 b,CoRoT-10,0,1,1,Transit,2010,0,13.24060000000,0.1060000000,0.94100000,0,,5075.00,19h24m15.28s,291.0636813,+00d44m45.65s,0.7460143,338.38600000
293,CoRoT-10 b,CoRoT-10,0,1,1,Transit,2010,0,13.23412611048,,0.65887575,0,,5025.00,19h24m15.28s,291.0636813,+00d44m45.65s,0.7460143,338.38600000
294,CoRoT-10 b,CoRoT-10,0,1,1,Transit,2010,0,13.24060000000,0.1055000000,0.97000000,0,,5075.00,19h24m15.28s,291.0636813,+00d44m45.65s,0.7460143,338.38600000
295,CoRoT-11 b,CoRoT-11,0,1,1,Transit,2010,0,2.99433000000,0.0440000000,1.42600000,0,,6440.00,18h42m44.95s,280.6872998,+05d56m15.57s,5.9376586,655.03700000
